Gene	Symbol	Mock.no4sU.A Readcount	Mock.1h.A Readcount	Mock.2h.A Readcount	Mock.2h.B Readcount	Mock.3h.A Readcount	Mock.4h.A Readcount	SARS.no4sU.A Readcount	SARS.1h.A Readcount	SARS.2h.A Readcount	SARS.2h.B Readcount	SARS.3h.A Readcount	SARS.4h.A Readcount	Mock.1h.A 0.05 quantile	Mock.1h.A Mean	Mock.1h.A MAP	Mock.1h.A 0.95 quantile	Mock.2h.A 0.05 quantile	Mock.2h.A Mean	Mock.2h.A MAP	Mock.2h.A 0.95 quantile	Mock.2h.B 0.05 quantile	Mock.2h.B Mean	Mock.2h.B MAP	Mock.2h.B 0.95 quantile	Mock.3h.A 0.05 quantile	Mock.3h.A Mean	Mock.3h.A MAP	Mock.3h.A 0.95 quantile	Mock.4h.A 0.05 quantile	Mock.4h.A Mean	Mock.4h.A MAP	Mock.4h.A 0.95 quantile	SARS.1h.A 0.05 quantile	SARS.1h.A Mean	SARS.1h.A MAP	SARS.1h.A 0.95 quantile	SARS.2h.A 0.05 quantile	SARS.2h.A Mean	SARS.2h.A MAP	SARS.2h.A 0.95 quantile	SARS.2h.B 0.05 quantile	SARS.2h.B Mean	SARS.2h.B MAP	SARS.2h.B 0.95 quantile	SARS.3h.A 0.05 quantile	SARS.3h.A Mean	SARS.3h.A MAP	SARS.3h.A 0.95 quantile	SARS.4h.A 0.05 quantile	SARS.4h.A Mean	SARS.4h.A MAP	SARS.4h.A 0.95 quantile	Mock.1h.A alpha	Mock.1h.A beta	Mock.2h.A alpha	Mock.2h.A beta	Mock.2h.B alpha	Mock.2h.B beta	Mock.3h.A alpha	Mock.3h.A beta	Mock.4h.A alpha	Mock.4h.A beta	SARS.1h.A alpha	SARS.1h.A beta	SARS.2h.A alpha	SARS.2h.A beta	SARS.2h.B alpha	SARS.2h.B beta	SARS.3h.A alpha	SARS.3h.A beta	SARS.4h.A alpha	SARS.4h.A beta	Length
ENSG00000168003	SLC3A2	721.5	9713.1667	7664	6209	13217	10962.5	293	2214	3324.5	3215.8333	1799	2568.5	0.1022	0.11	0.1098	0.1179	0.4784	0.4926	0.4925	0.5066	0.4237	0.4386	0.4385	0.4535	0.6282	0.6392	0.6391	0.6501	0.7714	0.7829	0.7829	0.7942	0.2591	0.2838	0.2832	0.309	0.7937	0.8193	0.8193	0.8435	0.8065	0.833	0.833	0.8579	0.9223	0.9612	0.9608	0.9847	0.9888	1	1	0.9998	468.4933	3792.3723	1675.6357	1726.4086	1312.3914	1679.9605	3328.8732	1879.4569	2760.5572	765.529	250.818	633.0429	529.4744	116.8925	473.6594	95.0823	100.4865	4.3582	275.3444	1.0548	2222
ENSG00000152558	TMEM123	701	6271.6667	5179.5	6240.6667	9412	7815.5	138	1252	1300	1932.6667	647.6667	795	0.0187	0.0235	0.0232	0.0287	0.0562	0.0637	0.0635	0.0717	0.0605	0.067	0.0668	0.0738	0.0951	0.1015	0.1014	0.1082	0.14	0.1481	0.148	0.1564	0.0443	0.0601	0.0587	0.0779	0.0865	0.1054	0.1042	0.1257	0.1283	0.1457	0.145	0.1638	0.0897	0.1163	0.1142	0.1454	0.1531	0.1824	0.1809	0.2133	58.4843	2433.0617	170.6632	2506.6726	258.6831	3600.6701	583.39	5161.4059	747.2234	4296.893	32.3143	505.0548	69.6761	591.445	155.2994	910.8852	41.3665	314.3325	80.7455	361.9602	3579
ENSG00000118058	KMT2A	302.5	3997.5	2478.5	2479.1111	3548.1667	3168	132	1724	1573.5	1627.5	604	831.5	0.0873	0.0984	0.098	0.1101	0.5188	0.5435	0.5434	0.5681	0.4856	0.5093	0.5091	0.5328	0.7503	0.7705	0.7705	0.79	0.8714	0.891	0.8912	0.9091	0.0842	0.1015	0.1005	0.1199	0.5655	0.5989	0.5986	0.6317	0.5347	0.5673	0.567	0.5995	0.7428	0.7998	0.7999	0.8507	0.8794	0.9268	0.9274	0.9623	181.5388	1662.3185	600.3566	504.265	618.4456	595.9911	931.7737	277.6803	658.5253	80.7029	77.9052	689.9632	355.17	237.9971	357.6992	272.9236	118.1345	29.7035	97.3518	7.8432	16602
ENSG00000173442	EHBP1L1	379.5	5551.1111	6342	3356	6769	6117	104	1428	1859.5	1676.5	726.75	804	0.0127	0.0184	0.0179	0.025	0.1104	0.1212	0.1209	0.1323	0.1088	0.1232	0.1226	0.1381	0.2092	0.2224	0.2222	0.2359	0.3098	0.3253	0.3251	0.3409	0.0029	0.0094	0.0033	0.0182	0.1611	0.1862	0.1851	0.2125	0.0695	0.0886	0.0872	0.1095	0.1841	0.2283	0.2254	0.2751	0.3041	0.353	0.3509	0.4029	23.7802	1265.8367	290.1795	2104.0257	166.9227	1188.5225	584.315	2042.7347	794.7049	1648.5566	3.5698	386.4944	115.3878	504.2875	48.1163	494.7828	52.2291	176.6165	89.0806	163.3913	5185
ENSG00000197136	PCNX3	581	7279	6245	4332	9299	7835.3333	178.5	2740	3121.5	2840	1496.5	1829.3333	0.0161	0.0207	0.0204	0.0258	0.2616	0.2751	0.2749	0.2888	0.2157	0.2304	0.2301	0.2455	0.3404	0.352	0.3519	0.3636	0.4606	0.474	0.4739	0.4873	0.0204	0.0286	0.0278	0.038	0.3045	0.326	0.3256	0.3477	0.2747	0.2966	0.2961	0.3188	0.4971	0.5336	0.5331	0.5697	0.6645	0.698	0.6978	0.7303	47.5078	2249.0286	804.1768	2118.7403	496.6628	1658.7401	1608.3342	2960.928	1782.3952	1978.4108	27.6446	937.7224	416.7346	861.8211	344.3062	816.5839	271.8798	237.757	366.5506	158.7343	7105
ENSG00000110048	OSBP	253.5	2521	2058	2069.5	3228	2577.5	115	714.5	807.5	964	448.5	596	0.0713	0.0845	0.0839	0.0986	0.3207	0.3451	0.3446	0.3697	0.3336	0.3567	0.3563	0.38	0.5319	0.5527	0.5526	0.5734	0.712	0.735	0.735	0.7572	0.1156	0.1469	0.1446	0.1807	0.6778	0.7284	0.7283	0.7759	0.6442	0.6892	0.689	0.7322	0.7797	0.8464	0.8473	0.9024	0.9595	1	1	0.9989	94.4799	1022.9772	351.1872	666.6596	410.775	741.0275	858.7781	695.0496	755.8405	272.6892	46.6968	271.2492	161.3292	60.2703	205.6717	92.8649	78.0123	14.273	80.4793	1.177	5083
ENSG00000085733	CTTN	884.5	12060.5	10227.6667	8439	16371	14245.8333	203	2360.5	2498.6667	2697.3333	1158	1487	0.0166	0.0201	0.0199	0.0238	0.123	0.1307	0.1306	0.1386	0.1199	0.128	0.1279	0.1364	0.1827	0.1894	0.1894	0.1962	0.2312	0.239	0.2389	0.2468	0.0423	0.054	0.0532	0.0669	0.3083	0.3322	0.3317	0.3563	0.2694	0.2907	0.2903	0.3124	0.3639	0.3994	0.3986	0.4352	0.4602	0.493	0.4926	0.5256	83.4299	4073.8306	660.1978	4390.1761	568.2831	3870.7628	1715.7166	7341.1887	1914.9782	6098.9867	49.1056	859.3982	345.8727	695.5355	350.2402	854.5952	203.4229	305.9862	310.9042	319.845	3272
ENSG00000084234	APLP2	1263.5	15806	13329.5	11820.6667	22038.5	19034.5	178	1732.5	2153	2331.5	1053.5	1478	0.0044	0.0062	0.006	0.0082	0.0369	0.0408	0.0407	0.0449	0.0398	0.0439	0.0438	0.0482	0.0597	0.0633	0.0632	0.0669	0.0851	0.0894	0.0893	0.0937	0.0362	0.0485	0.0474	0.0623	0.1688	0.1881	0.1875	0.2081	0.1633	0.1815	0.1809	0.2003	0.2029	0.232	0.2309	0.2622	0.2133	0.2375	0.2368	0.2625	28.1077	4509.8519	272.0254	6386.7688	277.4663	6040.5207	793.805	11756.3266	1045.4548	10652.7081	35.3699	692.9165	201.2014	868.4192	212.4393	958.2487	126.6356	419.2026	191.3376	614.1874	3727
ENSG00000149418	ST14	819	11422	10448	7246.5	14231.75	12083.5	138	1834.5	2342.5	2060	1004.5	1291.5	0.0088	0.0119	0.0116	0.0154	0.1079	0.1155	0.1153	0.1232	0.0996	0.1082	0.108	0.117	0.1599	0.1672	0.1671	0.1747	0.2134	0.2221	0.222	0.2308	0.0175	0.028	0.0266	0.0407	0.3103	0.3367	0.3361	0.3635	0.2861	0.3136	0.3129	0.3416	0.3311	0.3725	0.3712	0.4145	0.4897	0.5297	0.529	0.5692	34.369	2852.3208	544.1928	4167.7684	374.7662	3089.6347	1149.2131	5723.2189	1368.9923	4796.2566	15.1663	525.1352	287.4958	566.3429	236.8896	518.5285	135.3448	228.0921	225.5495	200.3758	3539
ENSG00000173020	GRK2	416	5163.5	5159	3231	6602.5	5396.5	132.5	1822.5	2377	2137.3333	1001.3333	1155	0.0368	0.0445	0.0441	0.0529	0.2513	0.2668	0.2665	0.2825	0.2138	0.2315	0.2311	0.2497	0.3671	0.3819	0.3817	0.3968	0.5195	0.5368	0.5367	0.554	0.0336	0.0469	0.0457	0.0621	0.3298	0.3565	0.3559	0.3835	0.267	0.2932	0.2925	0.3198	0.4918	0.5396	0.5387	0.5866	0.6886	0.7345	0.7342	0.7776	79.1513	1697.7635	582.8977	1601.979	345.6738	1147.4119	1102.8105	1785.0798	1210.5694	1044.7556	27.9174	566.1432	305.8165	552.0942	235.6289	568.1782	160.7791	137.3163	194.6011	70.4827	4493
ENSG00000162302	RPS6KA4	556.5	7181	7113.5	4408.5	9286.1667	8387	126	2076.5	2496	2207	1088.5	1312.6667	0.0131	0.0177	0.0174	0.023	0.1174	0.127	0.1267	0.1368	0.1	0.1112	0.1109	0.1229	0.1652	0.1746	0.1745	0.1842	0.2129	0.2234	0.2233	0.2341	0.0195	0.0299	0.0286	0.042	0.1408	0.1596	0.1589	0.1791	0.0998	0.1173	0.1164	0.1358	0.189	0.2212	0.2197	0.2547	0.3129	0.3474	0.3464	0.3825	33.7701	1868.5704	403.4484	2774.2575	225.4708	1801.5831	757.437	3579.5636	933.2641	3243.7649	18.3079	593.9138	157.6537	830.3147	101.5287	763.9812	95.2874	335.5859	175.5985	329.9303	3121
ENSG00000166441	RPL27A	1158.1667	12757.6667	12531.6667	11869.9167	18835.25	16505.4167	363	4492.0833	5107.9167	6313.8667	1964.5	2205	0.0222	0.0262	0.026	0.0304	0.0586	0.0638	0.0637	0.0692	0.061	0.0664	0.0663	0.072	0.0956	0.1007	0.1006	0.1059	0.1297	0.1356	0.1355	0.1416	0.0429	0.0517	0.0512	0.0612	0.1006	0.1114	0.111	0.1225	0.1184	0.1291	0.1288	0.1401	0.1541	0.1752	0.1744	0.1972	0.194	0.2149	0.2143	0.2365	109.2629	4064.7155	368.807	5412.5783	365.9922	5145.0332	941.3353	8405.4103	1210.4208	7715.7928	81.7997	1500.7676	247.6176	1975.8564	335.3204	2262.3579	147.0793	692.3217	217.4083	794.1795	4916
ENSG00000205339	IPO7	897	6761.1667	4945.5	6447.3333	8746.3667	6544.4167	206.5	2262.3333	1780.6667	2804.3333	850.8333	1007.8333	0.0288	0.0341	0.0338	0.0397	0.1468	0.1574	0.1572	0.1683	0.1432	0.1522	0.152	0.1614	0.2277	0.2369	0.2368	0.2462	0.3505	0.3624	0.3623	0.3744	0.0344	0.0444	0.0437	0.0554	0.2691	0.2927	0.2922	0.3168	0.2488	0.2668	0.2665	0.2851	0.3633	0.4011	0.4003	0.4393	0.4962	0.5322	0.5319	0.5679	102.8506	2915.4545	485.5106	2598.4485	643.277	3583.8167	1364.0134	4393.7994	1595.2599	2806.484	46.1008	991.1484	287.1818	693.9451	429.6879	1180.896	180.191	269.0978	278.7913	245.1171	6191
ENSG00000026508	CD44	2230.5	24195	18477.5	20057.5	33649.25	27524	357	3482.5	3513	4218	1533.5	1996.5	0.0116	0.0136	0.0135	0.0157	0.072	0.0763	0.0762	0.0806	0.062	0.0657	0.0656	0.0695	0.1109	0.1145	0.1145	0.1182	0.1821	0.1868	0.1868	0.1917	0.0342	0.0424	0.0419	0.0514	0.2189	0.2353	0.2349	0.2519	0.1886	0.2024	0.2021	0.2164	0.2645	0.2905	0.2899	0.317	0.331	0.355	0.3546	0.3793	119.1121	8648.2421	786.5555	9527.3827	770.5197	10959.4703	2373.298	18351.1536	3319.3836	14446.4513	62.8172	1418.4172	419.9027	1365.1357	457.5005	1802.9909	235.0308	574.0648	375.7801	682.7444	4589
ENSG00000149273	RPS3	1936.0833	20901.25	17625.5	16803.25	31939.5	29014.5167	360.25	4268.5	4894.25	5754	2099.5	2908.9167	0.0117	0.0139	0.0138	0.0162	0.0421	0.0456	0.0456	0.0493	0.037	0.0403	0.0402	0.0438	0.0599	0.0628	0.0628	0.0658	0.0821	0.0855	0.0855	0.089	0.0248	0.0316	0.0311	0.039	0.0867	0.0963	0.096	0.1063	0.0915	0.1006	0.1003	0.1099	0.1125	0.1289	0.1282	0.146	0.1459	0.1609	0.1605	0.1764	102.2745	7259.0707	418.2706	8744.5015	358.054	8521.2342	1131.3013	16872.4214	1523.9108	16300.4309	51.8446	1590.2603	234.6772	2202.4582	289.9995	2593.5189	139.6083	943.6505	251.8	1312.9858	2097
ENSG00000099194	SCD	1881.5	17390	13994.9167	15726.5	28184.75	22678.5	249.5	3757.8333	3360.25	4258.1667	1556	2085.5	0.0067	0.0085	0.0084	0.0105	0.0769	0.0819	0.0818	0.087	0.0625	0.0667	0.0666	0.0709	0.1057	0.1095	0.1094	0.1133	0.1874	0.1926	0.1926	0.1979	0.0119	0.0172	0.0166	0.0233	0.0742	0.0847	0.0843	0.0958	0.0716	0.0807	0.0804	0.0902	0.089	0.1056	0.1047	0.1231	0.1634	0.1809	0.1804	0.1989	51.9798	6051.8969	657.5353	7370.809	639.2037	8950.476	1971.7299	16037.4744	2950.3087	12367.4028	23.9145	1365.174	153.014	1653.0667	187.4578	2134.8441	92.224	781.4491	229.9983	1041.4701	5362
ENSG00000185627	PSMD13	486	5565	4558.5	4323	7919.5	6669.5	114	1173	1391.5	1586	666.5	855	0.0245	0.03	0.0297	0.036	0.0996	0.1094	0.1091	0.1195	0.0886	0.0981	0.0978	0.1079	0.1238	0.1317	0.1315	0.1398	0.156	0.1652	0.165	0.1745	0.0575	0.0754	0.0739	0.0952	0.2993	0.3283	0.3276	0.3578	0.3406	0.3696	0.369	0.399	0.3767	0.4224	0.4212	0.4684	0.4575	0.4989	0.4982	0.54	72.4418	2339.903	293.3637	2388.6489	252.7317	2324.6182	634.837	4185.955	718.204	3630.6773	39.6772	486.2742	228.0153	466.6034	273.7572	466.9334	132.1604	180.811	197.8168	198.7951	2200
ENSG00000181649	PHLDA2	535	7362	8652	4719.5	9915.9167	8221.5	152	1812	2486.5	1909	905	1100	0.0864	0.0964	0.0961	0.1068	0.3878	0.4029	0.4027	0.418	0.3377	0.3566	0.3563	0.3756	0.5242	0.5391	0.539	0.5539	0.6483	0.6651	0.665	0.6816	0.0905	0.1121	0.1106	0.1353	0.5546	0.5895	0.589	0.6236	0.48	0.517	0.5164	0.5537	0.697	0.7558	0.7554	0.8096	0.8204	0.8778	0.8777	0.9246	218.3652	2046.2196	1146.1476	1699.0627	615.5569	1110.6915	1640.8201	1403.1943	1446.3431	728.4869	59.9387	474.9574	323.9706	225.7874	256.4956	239.7671	118.2655	38.3392	92.5319	13.0308	955
ENSG00000198561	CTNND1	942.5	10017.3333	7712.1667	8683.6667	14768.3333	11976.9167	271	2753.5	3068.3333	3705.8333	1365.5	1939	0.0235	0.0275	0.0273	0.0318	0.1787	0.1882	0.188	0.1977	0.1681	0.1765	0.1764	0.1851	0.2481	0.2555	0.2554	0.2629	0.3794	0.3886	0.3885	0.3977	0.0561	0.0673	0.0667	0.0793	0.4042	0.4252	0.4249	0.4462	0.3529	0.3711	0.3709	0.3895	0.4839	0.5162	0.5159	0.5483	0.5991	0.6263	0.6262	0.653	115.665	4091.5796	862.2029	3720.1778	958.3154	4470.6087	2418.2792	7047.3294	2978.6551	4686.9347	84.5049	1171.0976	638.3933	863.2458	700.8722	1187.6652	335.1191	314.1736	544.4451	324.952	6553
ENSG00000176485	PLA2G16	473	6049	5330	4688.5	8724.1667	7502	105	1107	1303	1334	593	777	0.0069	0.0107	0.0103	0.0153	0.0756	0.0841	0.0839	0.093	0.0673	0.0758	0.0754	0.0846	0.131	0.1391	0.1389	0.1472	0.1524	0.1614	0.1612	0.1705	0.0436	0.0612	0.0594	0.0811	0.2072	0.235	0.234	0.2638	0.207	0.2344	0.2334	0.2627	0.23	0.273	0.271	0.3178	0.2655	0.3036	0.3022	0.3428	17.5636	1615.1354	232.0499	2525.9544	190.2588	2321.3677	684.2679	4236.7647	718.6249	3734.9003	26.7145	409.7476	142.3044	463.2162	146.2382	477.7139	75.7907	201.8922	115.9326	266.025	2594
ENSG00000149187	CELF1	480	4688.5	3293.3667	3936.3333	7241.8333	5753.6667	177	1822.5333	1871.3333	2546.8667	943.5333	1306.7	0.1023	0.1128	0.1125	0.1236	0.5093	0.5297	0.5296	0.55	0.4429	0.4601	0.46	0.4773	0.6191	0.6321	0.6321	0.645	0.7501	0.7642	0.7642	0.7779	0.1264	0.1452	0.1444	0.1648	0.6582	0.6879	0.6878	0.7167	0.5887	0.6131	0.613	0.6371	0.766	0.8058	0.8061	0.8426	0.9247	0.9563	0.9568	0.9788	268.1236	2109.3293	860.526	764.1088	1038.9537	1219.2487	2360.6564	1374.0035	1926.5235	594.6194	132.3324	779.3536	466.6206	211.8142	671.3026	423.7861	231.6482	55.9437	145.947	6.8615	7666
ENSG00000110092	CCND1	1856.5	19117.6667	17594	14682.5	27855	23167.5	412	2598	4832	4644.3333	2381.5	3011	0.0842	0.0893	0.0892	0.0946	0.3743	0.3833	0.3832	0.3922	0.3476	0.3566	0.3566	0.3657	0.5095	0.5166	0.5166	0.5238	0.6699	0.6779	0.6778	0.6858	0.2138	0.2348	0.2342	0.2562	0.7815	0.803	0.803	0.8235	0.7361	0.7568	0.7567	0.7767	0.851	0.8799	0.88	0.9059	0.9546	0.9826	0.9809	0.9939	723.9286	7380.0842	3071.6544	4942.9186	2708.8482	4887.2269	6846.2618	6405.9421	6368.4966	3026.7367	253.3537	825.9426	776.2237	190.6241	915.3894	294.4091	332.7774	45.571	136.2904	3.0538	4307
ENSG00000131626	PPFIA1	183.5	2078	1671	1448.6667	2075.5	1772	105.5	883	1109	1163.5	464	562.5	0.0582	0.0723	0.0713	0.0874	0.3325	0.3607	0.3601	0.3893	0.3071	0.3355	0.3349	0.3644	0.5617	0.5897	0.5895	0.6174	0.7672	0.797	0.7971	0.8251	0.0578	0.0803	0.0781	0.1058	0.5241	0.5669	0.5663	0.6088	0.4605	0.4996	0.499	0.5385	0.6321	0.7006	0.7001	0.7643	0.8644	0.9297	0.9307	0.9724	61.1177	784.8207	278.2648	493.2637	246.536	488.3103	497.4503	346.1906	415.8068	106.0545	27.6165	315.9249	209.4109	160.1202	221.5899	222.0193	90.267	38.6861	55.4171	4.3972	5234
ENSG00000167986	DDB1	899	9740.5	7865.5	8022.5	14892.8333	11631	138	1616	1899	2096.5	874	1052	0.0147	0.0182	0.018	0.0219	0.0704	0.0768	0.0766	0.0835	0.0819	0.0886	0.0884	0.0955	0.1103	0.1157	0.1156	0.1213	0.1445	0.1512	0.1511	0.158	0.0646	0.0807	0.0796	0.098	0.2668	0.2908	0.2903	0.3153	0.3088	0.3328	0.3323	0.357	0.301	0.3375	0.3364	0.3747	0.3986	0.4342	0.4336	0.47	67.3349	3633.6908	343.7169	4131.0359	420.7398	4329.3833	1057.1358	8077.5742	1143.6712	6419.909	57.7937	658.6014	276.6158	674.6186	343.3847	688.5951	149.882	294.3277	226.4221	295.0785	4506
ENSG00000234857	HNRNPUL2-BSCL2	426.5	5372.5	4599	3453	6595	5843	115	1066	1301	1250.5	512.5	682.5	0.0141	0.0193	0.0188	0.0252	0.1001	0.1115	0.1111	0.1233	0.0853	0.0967	0.0962	0.1086	0.1311	0.1409	0.1406	0.1508	0.2077	0.22	0.2198	0.2324	0.0233	0.0394	0.0372	0.059	0.2322	0.2639	0.2627	0.2965	0.2392	0.2711	0.27	0.3041	0.3927	0.4554	0.4534	0.5182	0.4969	0.5507	0.5498	0.6036	31.5833	1603.4763	222.1722	1771.3301	167.6433	1566.4738	472.4202	2881.6895	671.7706	2382.3396	12.5223	304.3479	133.6796	372.9885	137.2528	369.0251	77.2338	92.4535	129.0339	105.3603	4001
ENSG00000214753	HNRNPUL2	422	4781	4254.5	3298.5	5735	5010	107	1053.5	1165	1260.5	465	536	0.0172	0.0231	0.0226	0.0298	0.1083	0.1206	0.1202	0.1333	0.1018	0.1142	0.1138	0.1272	0.1451	0.1561	0.1559	0.1674	0.2306	0.2446	0.2444	0.2589	0.0384	0.0573	0.0551	0.0792	0.1953	0.2269	0.2255	0.2598	0.2263	0.2573	0.2562	0.2893	0.298	0.3574	0.3547	0.4184	0.4149	0.4736	0.4721	0.5323	35.4187	1497.4084	220.2947	1606.8873	192.3928	1491.8215	445.7741	2409.2828	612.8644	1892.4343	19.9464	327.9633	103.479	352.6356	134.0857	387.1139	60.839	109.4598	92.2208	102.5767	5106
ENSG00000173327	MAP3K11	260	3490.3333	3696.8333	2280.5	4753.5	4193.5	119	1112	1557.8333	1229	634	871.5	0.0514	0.063	0.0623	0.0754	0.3208	0.3419	0.3416	0.3633	0.2737	0.2985	0.2978	0.3237	0.4051	0.4243	0.4241	0.4436	0.5848	0.6066	0.6065	0.6282	0.0888	0.1159	0.1136	0.1454	0.4848	0.5258	0.525	0.5663	0.4281	0.4722	0.4711	0.5162	0.645	0.7156	0.7146	0.7805	0.7952	0.8564	0.8562	0.9075	69.7953	1038.3978	461.0825	887.4939	269.5847	633.7302	759.5521	1030.5479	831.0723	539.0554	39.8698	304.2741	212.6755	191.9436	163.6996	183.1027	85.1076	33.9488	89.2141	15.1027	5605
ENSG00000134909	ARHGAP32	206	1856	1264.3333	1293	2013.1667	1722.5	115	938.5	1132	1398	466.5	606	0.1122	0.1302	0.1293	0.1491	0.5336	0.5679	0.5676	0.6018	0.4672	0.4993	0.4989	0.5312	0.7419	0.7684	0.7685	0.7938	0.8626	0.8886	0.889	0.9121	0.154	0.1838	0.1822	0.2152	0.6192	0.6594	0.6592	0.6984	0.6242	0.6596	0.6595	0.6941	0.8048	0.8698	0.8704	0.9225	0.9671	1	1	0.9992	116.6434	779.4518	323.5623	246.2569	329.562	330.5988	547.8842	165.2639	386.8103	48.5934	79.3321	352.3579	254.8505	131.7312	328.0688	169.3703	75.7679	11.4762	96.475	1.1254	10111
ENSG00000137497	NUMA1	527.5	7313.8333	6456	4601.5	7992.3333	6816.3333	193.5	2088.5	3092.5	2685.5	1131	1285.5	0.0779	0.0869	0.0866	0.0963	0.2948	0.3096	0.3094	0.3246	0.2678	0.2845	0.2842	0.3014	0.4006	0.4149	0.4148	0.4292	0.5273	0.5436	0.5434	0.5597	0.1243	0.1456	0.1446	0.1681	0.4682	0.4954	0.495	0.5224	0.421	0.4496	0.4491	0.4781	0.6022	0.6504	0.6498	0.6968	0.765	0.8123	0.8121	0.8549	221.8703	2331.0211	802.5597	1789.47	553.1568	1391.2976	1331.7774	1878.3169	1388.3012	1166.0099	101.5462	595.8	455.4574	464.1197	369.1282	452.0732	178.2401	95.9111	165.0685	38.2884	7343
ENSG00000089597	GANAB	1153.5	13326	9575	10166	19028	15499.8333	152.5	1868.5	2129.2	2286	1042.5	1265.3333	0.0102	0.0127	0.0126	0.0156	0.0628	0.0683	0.0681	0.074	0.0586	0.0637	0.0636	0.069	0.0839	0.0882	0.0881	0.0925	0.1194	0.1247	0.1247	0.1301	0.0378	0.0496	0.0487	0.0628	0.2521	0.2739	0.2734	0.2962	0.2349	0.2555	0.255	0.2765	0.2714	0.3034	0.3024	0.336	0.2846	0.3133	0.3126	0.3425	59.1693	4581.4014	372.2277	5078.0275	383.5806	5636.9663	1034.0067	10696.2635	1291.0276	9058.7074	40.5843	776.6157	303.1266	803.4548	303.9118	885.6045	166.1033	381.5526	217.1627	476.1421	3906
ENSG00000162337	LRP5	245.5	3486.5	3021.6667	2032	3980.5	3245.5	103	1153	1474.5	1206.3333	615	755.8333	0.0164	0.0235	0.0228	0.0317	0.1835	0.2011	0.2006	0.2192	0.129	0.1476	0.1468	0.1669	0.2973	0.3153	0.315	0.3335	0.3915	0.4126	0.4123	0.4338	0.0121	0.024	0.0218	0.0394	0.3087	0.342	0.3411	0.3758	0.2625	0.2976	0.2964	0.3338	0.4677	0.5291	0.5275	0.5895	0.7234	0.784	0.7836	0.8385	24.577	1020.4859	273.9438	1088.3279	139.7368	807.3707	560.8009	1217.8339	603.2198	858.8761	8.0398	325.1122	184.728	355.4902	132.1226	311.8579	95.6084	85.1923	107.597	29.7688	5159
ENSG00000110075	PPP6R3	366.3333	3069.3333	2184	2658.5	3724	2366	120	770.5	842.1667	1110.5	454.5	507.5	0.0483	0.0582	0.0577	0.0689	0.2871	0.3088	0.3084	0.3309	0.2371	0.2548	0.2544	0.2728	0.3886	0.4059	0.4057	0.4232	0.5933	0.6163	0.6163	0.639	0.1062	0.1344	0.1323	0.1648	0.6639	0.7114	0.7112	0.7564	0.5349	0.5724	0.5721	0.6093	0.7464	0.8074	0.808	0.8614	0.8824	0.9401	0.9416	0.9771	80.7829	1306.6795	370.804	829.9861	410.3706	1200.4574	882.5319	1291.9985	756.7414	471.1945	48.99	315.6782	183.7511	74.6651	273.2745	204.2312	101.8449	24.4111	62.953	4.2252	5093
ENSG00000110713	NUP98	460.5	4471.1667	3267	3468.3333	5155.8333	3972.5	196	1568	1711	2168.5	802	1060.5	0.0314	0.0383	0.0379	0.0458	0.277	0.2943	0.294	0.3118	0.2609	0.2771	0.2768	0.2935	0.4662	0.4818	0.4817	0.4974	0.6493	0.6672	0.6672	0.6848	0.0366	0.0496	0.0484	0.0641	0.4489	0.4788	0.4784	0.5085	0.4023	0.428	0.4276	0.4538	0.6017	0.6485	0.6481	0.6935	0.8524	0.8941	0.8944	0.9291	74.24	1862.5534	545.9491	1309.2999	564.1454	1471.9481	1339.2564	1440.4819	1267.4534	632.355	33.308	638.3145	363.389	395.7415	426.4396	570.0311	189.0109	102.5813	154.3235	18.4271	7023
ENSG00000172531	PPP1CA	627.5	8288.5	7120.3333	5499	10665	9405	116	1209.5	1553	1523.5	784	906	0.0149	0.0189	0.0187	0.0233	0.0808	0.0884	0.0882	0.0962	0.0699	0.0779	0.0777	0.0863	0.1111	0.118	0.1179	0.125	0.1562	0.1644	0.1642	0.1727	0.0239	0.0372	0.0354	0.0528	0.2275	0.2542	0.2533	0.2816	0.2151	0.242	0.241	0.2696	0.263	0.3026	0.3011	0.3434	0.2819	0.3187	0.3175	0.3564	53.446	2768.4365	325.4751	3357.7372	224.4687	2655.5977	690.8052	5163.6718	894.7101	4548.8194	17.1219	443.1257	177.759	521.6645	161.5794	506.3157	106.4323	245.3299	134.2797	287.114	1677
ENSG00000167996	FTH1	2189.0167	29337.0111	26033.1945	17901.381	38709.8683	36187.1956	356.6	4477.25	5776.7333	4396.454	2036.9	2856.6	0.0136	0.0157	0.0156	0.0179	0.045	0.0482	0.0482	0.0515	0.0429	0.0466	0.0465	0.0503	0.0651	0.0681	0.068	0.0711	0.0859	0.0893	0.0892	0.0926	0.0299	0.0376	0.0371	0.046	0.0959	0.106	0.1057	0.1165	0.1066	0.1184	0.118	0.1307	0.1356	0.1549	0.1541	0.1751	0.1396	0.1557	0.1552	0.1723	138.5517	8704.3792	569.5981	11236.4346	408.948	8374.511	1315.7605	18012.9548	1753.753	17895.3467	56.7578	1451.1039	254.9129	2149.5808	231.2004	1720.9045	140.6163	767.0298	206.5364	1120.037	1229
